symbol,effective_from,effective_to
8058,2026-05-29,
8059,2026-05-29,
8060,2026-05-29,
8061,2026-05-29,
8065,2026-05-29,
8070,2026-05-29,
8074,2026-05-29,
8075,2026-05-29,
8078,2026-05-29,
8079,2026-05-29,
8081,2026-05-29,
8084,2026-05-29,
8086,2026-05-29,
8088,2026-05-29,
8093,2026-05-29,
8095,2026-05-29,
8097,2026-05-29,
8098,2026-05-29,
8101,2026-05-29,
8103,2026-05-29,
8111,2026-05-29,
8113,2026-05-29,
8125,2026-05-29,
8129,2026-05-29,
8130,2026-05-29,
8131,2026-05-29,
8132,2026-05-29,
8133,2026-05-29,
8136,2026-05-29,
8137,2026-05-29,
8141,2026-05-29,
8142,2026-05-29,
8150,2026-05-29,
8151,2026-05-29,
8153,2026-05-29,
8154,2026-05-29,
8157,2026-05-29,
8158,2026-05-29,
8159,2026-05-29,
8160,2026-05-29,
8163,2026-05-29,
8165,2026-05-29,
8167,2026-05-29,
8173,2026-05-29,
8174,2026-05-29,
8179,2026-05-29,
8185,2026-05-29,
8194,2026-05-29,
8200,2026-05-29,
8203,2026-05-29,
8214,2026-05-29,
8217,2026-05-29,
8218,2026-05-29,
8219,2026-05-29,
8227,2026-05-29,
8233,2026-05-29,
8237,2026-05-29,
8242,2026-05-29,
8244,2026-05-29,
8252,2026-05-29,
8253,2026-05-29,
8255,2026-05-29,
8267,2026-05-29,
8273,2026-05-29,
8275,2026-05-29,
8276,2026-05-29,
8278,2026-05-29,
8281,2026-05-29,
8282,2026-05-29,
8283,2026-05-29,
8285,2026-05-29,
8303,2026-05-29,
8304,2026-05-29,
8306,2026-05-29,
8308,2026-05-29,
8309,2026-05-29,
8316,2026-05-29,
8331,2026-05-29,
8334,2026-05-29,
8336,2026-05-29,
8337,2026-05-29,
8338,2026-05-29,
8341,2026-05-29,
8343,2026-05-29,
8344,2026-05-29,
8345,2026-05-29,
8346,2026-05-29,
8354,2026-05-29,
8358,2026-05-29,
8359,2026-05-29,
8360,2026-05-29,
8361,2026-05-29,
8362,2026-05-29,
8364,2026-05-29,
8366,2026-05-29,
8367,2026-05-29,
8368,2026-05-29,
8370,2026-05-29,
8377,2026-05-29,
8381,2026-05-29,
8386,2026-05-29,
8387,2026-05-29,
8388,2026-05-29,
8392,2026-05-29,
8393,2026-05-29,
8395,2026-05-29,
8399,2026-05-29,
8410,2026-05-29,
8411,2026-05-29,
8418,2026-05-29,
8424,2026-05-29,
8425,2026-05-29,
8439,2026-05-29,
8473,2026-05-29,
8511,2026-05-29,
8522,2026-05-29,
8524,2026-05-29,
8541,2026-05-29,
8544,2026-05-29,
8550,2026-05-29,
8551,2026-05-29,
8558,2026-05-29,
8566,2026-05-29,
8570,2026-05-29,
8572,2026-05-29,
8584,2026-05-29,
8585,2026-05-29,
8591,2026-05-29,
8593,2026-05-29,
8595,2026-05-29,
8600,2026-05-29,
8601,2026-05-29,
8604,2026-05-29,
8609,2026-05-29,
8613,2026-05-29,
8614,2026-05-29,
8616,2026-05-29,
8622,2026-05-29,
8624,2026-05-29,
8628,2026-05-29,
8630,2026-05-29,
8697,2026-05-29,
8698,2026-05-29,
8706,2026-05-29,
8707,2026-05-29,
8708,2026-05-29,
8713,2026-05-29,
8714,2026-05-29,
8715,2026-05-29,
8725,2026-05-29,
8729,2026-05-29,
8739,2026-05-29,
8750,2026-05-29,
8766,2026-05-29,
8771,2026-05-29,
8793,2026-05-29,
8795,2026-05-29,
8798,2026-05-29,
8801,2026-05-29,
8802,2026-05-29,
8803,2026-05-29,
8804,2026-05-29,
8818,2026-05-29,
8830,2026-05-29,
8841,2026-05-29,
8848,2026-05-29,
8850,2026-05-29,
8860,2026-05-29,
8864,2026-05-29,
8869,2026-05-29,
8871,2026-05-29,
8876,2026-05-29,
8877,2026-05-29,
8881,2026-05-29,
8892,2026-05-29,
8897,2026-05-29,
8918,2026-05-29,
8919,2026-05-29,
8920,2026-05-29,
8923,2026-05-29,
8934,2026-05-29,
8935,2026-05-29,
8999,2026-05-29,
9001,2026-05-29,
9003,2026-05-29,
9005,2026-05-29,
9006,2026-05-29,
9007,2026-05-29,
9008,2026-05-29,
9009,2026-05-29,
9010,2026-05-29,
9020,2026-05-29,
9021,2026-05-29,
9022,2026-05-29,
9023,2026-05-29,
9024,2026-05-29,
9025,2026-05-29,
9031,2026-05-29,
9037,2026-05-29,
9039,2026-05-29,
9041,2026-05-29,
9042,2026-05-29,
9044,2026-05-29,
9045,2026-05-29,
9046,2026-05-29,
9048,2026-05-29,
9052,2026-05-29,
9064,2026-05-29,
9065,2026-05-29,
9068,2026-05-29,
9069,2026-05-29,
9072,2026-05-29,
9075,2026-05-29,
9076,2026-05-29,
9081,2026-05-29,
9090,2026-05-29,
9101,2026-05-29,
9104,2026-05-29,
9107,2026-05-29,
9110,2026-05-29,
9119,2026-05-29,
9142,2026-05-29,
9143,2026-05-29,
9147,2026-05-29,
9201,2026-05-29,
9202,2026-05-29,
9216,2026-05-29,
9229,2026-05-29,
9247,2026-05-29,
9248,2026-05-29,
9262,2026-05-29,
9267,2026-05-29,
9273,2026-05-29,
9274,2026-05-29,
9278,2026-05-29,
9279,2026-05-29,
9301,2026-05-29,
9302,2026-05-29,
9303,2026-05-29,
9304,2026-05-29,
9305,2026-05-29,
9308,2026-05-29,
9310,2026-05-29,
9319,2026-05-29,
9324,2026-05-29,
9332,2026-05-29,
9336,2026-05-29,
9341,2026-05-29,
9347,2026-05-29,
9364,2026-05-29,
9369,2026-05-29,
9381,2026-05-29,
9401,2026-05-29,
9404,2026-05-29,
9405,2026-05-29,
9409,2026-05-29,
9412,2026-05-29,
9413,2026-05-29,
9416,2026-05-29,
9418,2026-05-29,
9424,2026-05-29,
9432,2026-05-29,
9433,2026-05-29,
9434,2026-05-29,
9435,2026-05-29,
9438,2026-05-29,
9449,2026-05-29,
9450,2026-05-29,
9468,2026-05-29,
9470,2026-05-29,
9474,2026-05-29,
9501,2026-05-29,
9502,2026-05-29,
9503,2026-05-29,
9504,2026-05-29,
9505,2026-05-29,
9506,2026-05-29,
9507,2026-05-29,
9508,2026-05-29,
9509,2026-05-29,
9511,2026-05-29,
9513,2026-05-29,
9514,2026-05-29,
9517,2026-05-29,
9519,2026-05-29,
9531,2026-05-29,
9532,2026-05-29,
9533,2026-05-29,
9534,2026-05-29,
9535,2026-05-29,
9536,2026-05-29,
9543,2026-05-29,
9551,2026-05-29,
9552,2026-05-29,
9601,2026-05-29,
9602,2026-05-29,
9603,2026-05-29,
9605,2026-05-29,
9612,2026-05-29,
9616,2026-05-29,
9619,2026-05-29,
9621,2026-05-29,
9622,2026-05-29,
9627,2026-05-29,
9628,2026-05-29,
9629,2026-05-29,
9632,2026-05-29,
9644,2026-05-29,
9658,2026-05-29,
9663,2026-05-29,
9672,2026-05-29,
9678,2026-05-29,
9682,2026-05-29,
9684,2026-05-29,
9692,2026-05-29,
9697,2026-05-29,
9699,2026-05-29,
9702,2026-05-29,
9706,2026-05-29,
9715,2026-05-29,
9716,2026-05-29,
9722,2026-05-29,
9726,2026-05-29,
9729,2026-05-29,
9735,2026-05-29,
9739,2026-05-29,
9740,2026-05-29,
9742,2026-05-29,
9743,2026-05-29,
9744,2026-05-29,
9746,2026-05-29,
9755,2026-05-29,
9757,2026-05-29,
9759,2026-05-29,
9766,2026-05-29,
9769,2026-05-29,
9788,2026-05-29,
9790,2026-05-29,
9793,2026-05-29,
9795,2026-05-29,
9824,2026-05-29,
9828,2026-05-29,
9830,2026-05-29,
9831,2026-05-29,
9832,2026-05-29,
9837,2026-05-29,
9842,2026-05-29,
9843,2026-05-29,
9850,2026-05-29,
9856,2026-05-29,
9861,2026-05-29,
9869,2026-05-29,
9880,2026-05-29,
9882,2026-05-29,
9887,2026-05-29,
9889,2026-05-29,
9896,2026-05-29,
9900,2026-05-29,
9902,2026-05-29,
9928,2026-05-29,
9932,2026-05-29,
9934,2026-05-29,
9936,2026-05-29,
9946,2026-05-29,
9948,2026-05-29,
9956,2026-05-29,
9960,2026-05-29,
9962,2026-05-29,
9974,2026-05-29,
9979,2026-05-29,
9983,2026-05-29,
9984,2026-05-29,
9987,2026-05-29,
9989,2026-05-29,
9990,2026-05-29,
9991,2026-05-29,
9997,2026-05-29,
