combo,k,wtype,cost,weights,is_sharpe,oos_sharpe,oos_ann_ret,oos_maxdd,full_sharpe
svdn_concentrated+gap_short_hedged+ml_combined,3,ew,3.0,"{""svdn_concentrated"": 0.333, ""gap_short_hedged"": 0.333, ""ml_combined"": 0.333}",4.146618408647995,6.737295663115404,0.6176393024917527,-0.024851756631839805,5.216936243729286
svdn_concentrated+gap_short_hedged+ml_combined,3,ew,7.0,"{""svdn_concentrated"": 0.333, ""gap_short_hedged"": 0.333, ""ml_combined"": 0.333}",2.1266041366282673,4.904728229603507,0.44963930249175266,-0.03412108196554242,3.2869163153943126
svdn_concentrated+gap_short_hedged+ml_combined,3,iv,3.0,"{""svdn_concentrated"": 0.37, ""gap_short_hedged"": 0.336, ""ml_combined"": 0.295}",4.174477919317525,6.8327761235455595,0.617359189909084,-0.024042612927882567,5.272944869066677
svdn_concentrated+gap_short_hedged+ml_combined,3,iv,7.0,"{""svdn_concentrated"": 0.37, ""gap_short_hedged"": 0.336, ""ml_combined"": 0.295}",2.1232754183018536,4.976085905358438,0.4496023736038938,-0.03249920288094588,3.315612440688696
svdn_concentrated+sector_vol_double_neutral+ml_combined,3,ew,3.0,"{""svdn_concentrated"": 0.333, ""sector_vol_double_neutral"": 0.333, ""ml_combined"": 0.333}",4.140931436639846,7.607016116359506,0.640727517014795,-0.022146200987731346,5.599890711951248
svdn_concentrated+sector_vol_double_neutral+ml_combined,3,ew,7.0,"{""svdn_concentrated"": 0.333, ""sector_vol_double_neutral"": 0.333, ""ml_combined"": 0.333}",1.308548357558985,5.21352682749123,0.43912751701479485,-0.0266091937209334,2.9944986738840815
svdn_concentrated+sector_vol_double_neutral+ml_combined,3,iv,3.0,"{""svdn_concentrated"": 0.325, ""sector_vol_double_neutral"": 0.417, ""ml_combined"": 0.259}",4.050699238593176,7.704607244804577,0.6298343095499661,-0.019769120814025376,5.587537357305315
svdn_concentrated+sector_vol_double_neutral+ml_combined,3,iv,7.0,"{""svdn_concentrated"": 0.325, ""sector_vol_double_neutral"": 0.417, ""ml_combined"": 0.259}",1.135473850500815,5.238484334380023,0.42823430954996616,-0.025666124604647123,2.9066910436604894
gap_short_hedged+sector_vol_double_neutral+ml_combined,3,ew,3.0,"{""gap_short_hedged"": 0.333, ""sector_vol_double_neutral"": 0.333, ""ml_combined"": 0.333}",3.9897784775266567,6.704353931323858,0.5724261314950789,-0.02154985197286341,5.10391552954723
gap_short_hedged+sector_vol_double_neutral+ml_combined,3,ew,7.0,"{""gap_short_hedged"": 0.333, ""sector_vol_double_neutral"": 0.333, ""ml_combined"": 0.333}",1.8559323260165193,4.7367088527866095,0.404426131495079,-0.028986375116991536,3.0504800176414872
gap_short_hedged+sector_vol_double_neutral+ml_combined,3,iv,3.0,"{""gap_short_hedged"": 0.304, ""sector_vol_double_neutral"": 0.429, ""ml_combined"": 0.267}",4.029690179359793,7.038212601529919,0.5657852357936158,-0.019263099732024003,5.263704367969849
gap_short_hedged+sector_vol_double_neutral+ml_combined,3,iv,7.0,"{""gap_short_hedged"": 0.304, ""sector_vol_double_neutral"": 0.429, ""ml_combined"": 0.267}",1.7127267467128473,4.911422561115138,0.39481762332933423,-0.025501829322421177,3.040896624300076
