date,n,turnover,gross,net
2025-01-23,83,0.2289156626506024,-0.0018579631687473193,-0.0019037463012774398
2025-01-24,109,0.3853211009174312,-0.0016111398527390265,-0.0016882040729225127
2025-01-27,128,0.1953125,-0.00010183534469717032,-0.00014089784469717033
2025-01-28,141,0.3333333333333333,-0.002240950996154238,-0.0023076176628209046
2025-01-29,114,0.7105263157894737,-8.183861335893036e-05,-0.0002239438765168251
2025-01-30,134,0.4626865671641791,0.0010026718707996608,0.0009101345573668249
2025-01-31,146,0.5205479452054794,0.0005962648678375847,0.0004921552787964888
2025-02-03,122,0.26229508196721313,-0.0011459601974446072,-0.0011984192138380497
2025-02-04,173,0.5722543352601156,0.00022010835923183016,0.00010565749217980704
2025-02-05,160,0.33125,-0.000239238678465986,-0.000305488678465986
2025-02-06,105,0.5619047619047619,0.0018834171405411274,0.001771036188160175
2025-02-07,69,0.5797101449275363,0.000295296533886792,0.00017935450490128474
2025-02-10,69,0.08695652173913043,0.001149737097820278,0.001132345793472452
2025-03-11,5,1.0,-0.0019709883321360026,-0.0021709883321360027
2025-03-12,5,0.4,-0.0034513868269855285,-0.0035313868269855287
2025-03-28,6,1.0,0.008956942610493582,0.008756942610493581
2025-04-02,8,1.0,-0.005982259102990587,-0.006182259102990586
2025-04-03,9,0.7777777777777778,0.0015007326246666008,0.0013451770691110454
2025-04-04,15,0.5333333333333333,0.011794996230404683,0.011688329563738017
2025-04-07,19,0.21052631578947367,0.012278747178674262,0.012236641915516367
2025-04-08,19,0.21052631578947367,0.00017700267295244626,0.00013489740979455152
2025-04-09,14,0.6428571428571429,0.009765925289377902,0.009637353860806473
2025-04-10,9,0.5555555555555556,-0.0004965535468139243,-0.0006076646579250354
2025-04-16,6,1.0,-0.001759416128467443,-0.001959416128467443
2025-04-17,21,0.7142857142857143,0.0034441686778287368,0.003301311534971594
2025-04-18,53,0.6037735849056604,-0.0036701200783992097,-0.003790874795380342
2025-04-21,51,0.0392156862745098,-0.0016671645435942118,-0.0016750076808491137
2025-04-22,72,0.375,0.0009162155739141642,0.0008412155739141642
2025-04-23,73,0.1506849315068493,0.0017442989525937314,0.0017141619662923615
2025-04-24,63,0.31746031746031744,0.0028844486107821384,0.0028209565472900747
2025-04-25,62,1.1129032258064515,-0.0005324444386811712,-0.0007550250838424615
2025-04-28,102,0.47058823529411764,-0.0009687583430876877,-0.0010628759901465112
2025-04-30,126,0.5714285714285714,-0.0009037909674225195,-0.0010180766817082338
2025-05-01,165,0.4303030303030303,-0.001450951240601529,-0.001537011846662135
2025-05-02,203,0.3448275862068966,-0.00014289565245201525,-0.00021186116969339457
2025-05-07,201,0.3283582089552239,-7.415293001524284e-06,-7.308693479256906e-05
2025-05-08,171,0.38596491228070173,3.5065452787335326e-05,-4.212752966880502e-05
2025-05-09,117,0.5470085470085471,0.0029685552652626256,0.002859153555860916
2025-05-12,73,0.684931506849315,0.0007690731443418947,0.0006320868429720316
2025-05-13,27,1.7037037037037037,0.002762933256955092,0.0024221925162143513
2025-07-03,8,1.0,0.0038451039143298105,0.0036451039143298104
2025-07-04,12,0.5,0.005900406834036271,0.005800406834036271
2025-07-07,11,0.2727272727272727,0.019382913525017243,0.01932836807047179
2025-07-08,11,0.18181818181818182,-0.00013692451349341756,-0.00017328814985705392
2025-07-09,10,0.3,-0.011761999060962855,-0.011821999060962854
2025-07-10,7,0.7142857142857143,0.0025123698628102594,0.0023695127199531165
2025-07-16,11,1.0,-0.00511238320766761,-0.00531238320766761
2025-07-17,21,0.5714285714285714,0.0015675061332331378,0.0014532204189474235
2025-07-18,32,0.46875,0.001419860183107486,0.001326110183107486
2025-07-22,49,0.46938775510204084,-0.004622232593630437,-0.004716110144650845
2025-07-23,98,0.5204081632653061,0.006437120116240716,0.006333038483587655
2025-07-24,123,0.36585365853658536,0.0013918264507106256,0.0013186557190033085
2025-07-25,152,0.3618421052631579,0.00016582511199193795,9.345669093930636e-05
2025-07-28,146,0.273972602739726,-0.0004884020396002187,-0.0005431965601481639
2025-07-29,150,0.44,0.001223934185780061,0.001135934185780061
2025-07-30,132,0.7878787878787878,0.00272111364969025,0.002563537892114493
2025-07-31,147,0.4557823129251701,0.0017903235972434248,0.0016991671346583907
2025-08-01,171,0.4093567251461988,3.8871460825042406e-05,-4.2999884204197354e-05
2025-08-04,177,0.24858757062146894,-0.0014545586869765328,-0.0015042762011008267
2025-08-05,144,0.5347222222222222,-0.0006463968715685357,-0.0007533413160129801
2025-08-06,99,0.5555555555555556,7.368269110089205e-05,-3.742842001021906e-05
2025-08-07,60,0.7833333333333333,0.0005672910513658275,0.0004106243846991609
2025-08-08,22,1.9090909090909092,-0.0013570142535053445,-0.0017388324353235264
2025-08-12,11,1.1818181818181819,-0.01003753213469349,-0.010273895771057128
2025-09-04,6,1.0,-0.0015404386220261006,-0.0017404386220261007
2025-09-05,7,0.14285714285714285,0.00436702730530506,0.004338455876733632
